moves,largestTile,score
168,128,1396
115,64,716
94,64,612
124,128,1048
128,128,1104
137,64,888
102,64,764
98,64,552
168,128,1368
181,128,1516
111,128,888
114,64,836
86,64,472
115,64,744
80,32,484
152,128,1244
105,64,676
133,64,908
151,128,1292
227,256,2168
178,128,1344
63,32,340
53,32,252
73,32,356
318,256,3148
156,128,1304
167,128,1428
180,128,1468
92,64,620
180,128,1416
157,128,1276
129,128,1020
148,128,1196
144,128,1232
132,128,1048
191,128,1352
167,128,1348
241,256,2236
240,256,2276
70,32,328
113,64,704
100,64,648
68,32,328
182,128,1452
144,128,1216
99,64,700
164,128,1404
168,128,1448
145,128,1116
107,64,660
103,64,676
120,128,996
133,128,1028
134,128,1108
140,128,1072
153,128,1348
90,64,544
114,64,760
116,128,1004
117,64,720
153,128,1200
147,128,1108
92,32,584
155,128,1252
153,128,1072
113,64,712
86,64,528
103,64,636
256,256,2568
173,128,1352
93,64,592
96,64,652
240,128,2024
199,128,1612
199,128,1488
139,128,1064
132,128,964
86,64,544
153,128,1344
124,64,872
118,64,884
233,256,2364
121,128,1004
107,64,700
105,64,640
167,128,1364
71,32,240
144,128,1140
163,128,1288
93,64,584
96,64,608
186,128,1532
146,128,1248
165,128,1392
129,128,1076
162,128,1364
181,128,1456
213,128,1884
200,128,1716
137,128,1020
153,128,1228
103,64,572
206,256,2020
113,128,932
178,128,1348
176,128,1464
99,64,580
156,128,1264
65,32,360
156,128,1376
89,64,548
90,64,588
123,64,780
100,64,600
52,32,252
156,128,1336
84,32,392
239,128,1712
278,256,2704
66,32,308
56,32,324
268,256,2500
96,64,632
114,64,656
176,128,1428
151,128,1304
139,128,1152
100,64,680
187,128,1728
158,64,1012
71,64,420
121,64,836
253,256,2424
196,128,1504
138,128,1148
149,64,884
87,64,572
177,128,1444
126,64,924
167,128,1284
92,64,588
181,256,1968
130,64,904
94,64,628
180,128,1428
160,128,1308
81,64,476
92,64,580
97,64,500
180,128,1456
172,128,1256
99,64,632
113,64,636
91,64,608
74,32,268
144,128,1148
92,64,588
172,128,1460
71,32,404
259,256,2556
121,64,852
106,64,692
79,64,536
138,128,1196
134,128,1124
123,64,888
159,128,1252
191,128,1396
103,64,620
155,128,1028
73,32,420
180,128,1344
189,128,1684
126,64,796
114,64,724
109,64,700
103,64,596
143,128,1300
87,32,416
81,32,488
106,64,656
79,64,508
151,128,1184
138,128,1104
176,128,1360
173,128,1372
111,64,728
151,128,1288
60,32,264
180,128,1452
145,128,1072
96,64,596
78,64,536
82,32,440
122,64,788
82,64,580
65,32,312
169,128,1384
289,256,2900
118,64,800
170,128,1364
234,256,2568
137,64,940
96,64,592
163,128,1336
130,64,932
160,128,1376
164,128,1364
97,64,564
136,64,896
105,64,648
113,64,588
145,128,1296
125,128,992
174,128,1468
106,64,632
214,128,2032
131,64,924
137,128,1108
134,128,1028
184,128,1504
200,128,1664
145,128,1240
111,64,772
200,128,1468
184,128,1608
123,64,696
121,128,1012
121,64,732
135,128,996
94,64,616
166,128,1368
136,64,832
137,128,1016
88,64,500
143,128,1232
114,64,680
110,64,648
91,64,536
168,128,1268
117,64,736
76,32,408
118,64,772
161,64,1028
96,64,580
272,256,2784
134,128,1020
89,64,592
132,128,1088
179,128,1328
81,64,540
189,128,1604
148,128,1244
149,128,1288
54,32,236
160,128,1288
201,128,1660
114,64,868
210,128,1720
119,64,820
88,64,552
171,128,1400
84,64,536
114,64,832
174,128,1468
215,256,2144
142,128,1112
108,64,632
85,64,576
153,128,1212
148,64,984
151,128,1160
165,128,1364
161,128,1296
272,256,2956
159,128,1328
140,128,1224
110,64,724
244,256,2400
196,128,1496
215,128,1984
108,64,720
120,128,1000
167,128,1204
233,256,2188
132,128,1060
188,128,1464
87,32,512
182,128,1448
116,64,692
121,64,724
152,128,1224
205,128,1760
113,64,720
221,256,2104
167,128,1316
65,32,340
161,128,1328
184,128,1740
117,64,724
191,128,1560
156,128,1272
127,128,996
93,32,456
123,64,768
272,256,2768
161,128,1308
95,64,604
139,128,1180
111,64,836
230,256,2160
192,128,1528
183,128,1412
142,128,1300
112,64,736
112,64,856
287,256,2740
146,128,1228
88,64,548
162,128,1344
107,64,600
86,64,592
181,128,1536
183,128,1384
100,64,664
170,128,1492
133,64,940
118,64,748
155,128,1308
160,128,1308
133,128,1072
143,64,984
125,128,1004
155,128,1308
149,128,1248
112,64,668
71,32,364
196,128,1556
99,64,612
129,128,996
301,256,2648
81,64,476
170,128,1344
163,128,1344
114,64,736
118,64,768
86,64,556
142,128,1264
88,64,480
112,64,648
160,128,1308
176,128,1424
82,64,564
106,64,776
133,128,1144
170,128,1260
119,64,676
100,64,564
142,128,1072
72,32,344
135,64,892
116,128,928
93,64,652
139,128,1164
197,128,1600
98,64,668
161,128,1116
174,128,1440
211,128,1612
101,64,656
193,128,1552
106,64,620
179,128,1428
87,64,500
108,64,688
189,128,1612
187,128,1616
225,256,2312
98,64,584
152,128,1304
93,64,592
131,128,1032
82,64,560
89,64,592
63,32,304
99,64,588
286,256,2604
181,256,1968
120,64,884
129,64,952
186,128,1532
55,32,260
152,128,1332
130,128,1128
104,64,640
246,256,2380
70,32,296
149,128,1324
154,128,1196
126,64,928
102,64,664
100,64,632
219,256,2092
129,64,736
80,64,456
174,128,1444
90,32,444
122,64,900
123,64,776
179,128,1352
130,64,904
200,128,1644
166,128,1268
162,128,1352
125,64,756
170,128,1296
134,128,1044
167,128,1324
238,128,2076
68,32,348
147,128,1100
167,128,1332
91,64,596
133,64,888
168,128,1280
119,128,1000
143,64,896
121,128,988
154,128,1204
184,128,1620
87,32,392
94,64,584
139,128,1172
91,32,516
121,64,848
169,128,1360
261,256,2540
133,64,940
128,128,1044
93,64,540
83,64,452
150,128,1064
131,64,836
149,128,1312
131,128,1024
95,64,576
156,64,1008
118,64,760
115,64,704
129,128,1092
77,32,424
220,128,1772
157,128,1344
222,256,2304
187,128,1700
200,256,2184
135,64,756
157,128,1316
125,64,816
106,64,712
168,128,1372
111,64,708
179,256,2024
89,64,524
139,128,1068
95,64,604
138,64,988
117,64,700
89,64,540
135,128,1104
149,128,1192
149,128,1296
161,128,1356
150,128,1300
159,128,1328
68,32,324
114,64,732
143,128,1116
171,128,1456
210,256,2012
141,64,1000
245,256,2460
99,64,652
190,128,1524
152,128,1156
125,64,860
93,64,592
85,32,400
145,128,1156
96,64,572
90,64,548
215,256,2032
148,128,1240
123,64,796
83,64,556
161,128,1324
164,128,1180
113,64,800
213,256,2044
190,128,1780
129,128,1012
76,64,540
105,64,732
249,256,2384
224,128,1880
95,64,600
85,32,448
156,128,1344
88,64,580
106,64,764
156,128,1332
48,16,180
75,64,456
214,256,2220
183,128,1576
49,16,196
97,64,552
158,128,1244
115,64,688
216,128,1840
123,128,1016
62,32,288
109,64,636
82,64,580
201,128,1716
176,128,1512
172,128,1188
182,128,1420
139,128,1068
117,64,732
163,128,1304
181,128,1320
142,128,1140
171,128,1200
104,64,696
120,64,776
176,128,1448
142,128,1288
170,128,1572
130,64,936
177,128,1552
280,256,2964
158,128,1300
274,256,2640
99,64,632
161,128,1416
168,128,1376
94,64,508
182,128,1384
106,128,888
112,64,664
173,128,1388
130,128,1036
120,64,684
75,32,408
124,64,944
172,128,1236
117,64,748
258,256,2464
74,32,332
130,128,1020
134,128,1108
161,128,1232
162,128,1328
172,128,1400
60,32,308
141,64,976
147,128,1124
168,128,1412
101,64,636
118,64,792
145,128,1208
96,64,564
173,128,1408
99,64,560
89,32,444
90,64,604
122,64,768
138,128,1200
169,128,1344
197,128,1560
165,128,1216
97,64,644
138,64,900
165,128,1396
114,64,780
181,128,1416
116,128,980
234,256,2468
148,64,1164
205,128,1660
194,128,1428
86,64,556
161,64,1024
105,64,748
137,128,1204
203,128,1624
162,128,1328
173,128,1404
90,64,500
105,64,676
149,128,1156
161,128,1336
85,32,448
96,64,540
94,64,580
129,128,1040
153,128,1268
147,128,1144
127,64,880
125,128,992
157,128,1332
168,128,1352
182,128,1480
108,64,752
87,64,532
108,64,644
100,64,624
150,128,1176
160,128,1308
174,128,1412
158,128,1264
137,128,1008
104,64,628
157,128,1156
178,128,1388
88,64,596
153,128,1252
94,64,556
146,128,1212
121,64,744
178,128,1424
166,128,1348
149,128,1268
143,128,1172
165,128,1348
137,128,1052
163,128,1328
148,128,1176
168,128,1332
123,64,756
277,256,2732
144,128,1180
194,128,1752
187,128,1516
203,128,1848
130,128,1168
106,64,712
83,64,484
156,128,1324
177,128,1648
165,128,1316
153,128,1332
102,64,640
232,256,2356
51,32,228
95,64,620
109,64,672
130,128,964
61,32,252
192,128,1412
172,128,1392
154,128,1340
93,64,604
177,128,1388
126,64,836
190,256,1944
371,256,3668
165,128,1316
169,128,1360
158,128,1316
165,128,1316
53,32,264
181,128,1532
119,64,736
133,128,1080
128,64,992
90,64,584
125,64,864
182,128,1396
189,128,1776
262,256,2592
96,64,672
60,32,256
116,64,772
148,128,1320
169,128,1308
124,128,996
219,128,1728
111,128,944
175,128,1392
82,32,488
168,256,1908
142,128,1148
106,64,688
75,32,380
77,32,376
145,128,1056
83,64,544
152,128,1236
158,128,1340
185,128,1476
166,128,1328
166,128,1384
144,128,1236
140,128,1076
180,128,1384
197,128,1616
163,128,1352
131,64,952
180,128,1568
276,256,2908
83,32,440
104,64,672
113,64,704
94,64,600
120,64,896
251,256,2496
150,128,1180
153,128,1348
102,64,636
166,128,1396
83,32,456
137,128,1228
136,64,920
83,32,404
152,128,1140
105,64,692
122,64,904
120,64,880
241,256,2424
134,128,992
195,128,1576
159,128,1264
52,32,264
82,32,456
118,64,728
119,64,852
178,128,1320
205,256,2116
150,128,1240
177,128,1452
237,256,2416
138,128,1152
166,128,1360
243,256,2348
159,128,1280
214,128,1748
55,16,224
129,128,1008
163,128,1296
173,128,1320
89,64,580
291,256,2912
128,64,860
130,64,860
153,128,1272
50,32,260
125,128,988
146,128,1144
75,32,328
102,64,656
173,128,1460
303,256,3024
100,64,656
75,32,388
126,64,916
124,64,912
110,64,612
98,64,612
119,64,700
180,128,1216
122,128,1116
156,128,1256
111,128,940
130,64,772
118,64,800
59,32,276
143,128,1056
86,64,512
68,32,280
216,128,1844
174,128,1400
146,128,1276
171,128,1332
142,64,1088
196,128,1500
288,256,2816
192,128,1580
139,64,924
167,128,1352
147,128,1112
96,64,636
89,64,568
108,64,708
186,128,1436
124,64,836
90,64,572
175,128,1560
64,32,292
165,128,1320
81,64,536
152,128,1272
100,64,632
260,256,2788
267,256,2780
134,128,1032
114,64,708
118,64,764
102,64,608
205,256,2096
92,64,632
110,64,664
160,128,1232
189,128,1452
120,64,712
74,32,384
65,32,316
200,128,1544
131,64,888
75,32,400
106,64,688
100,64,628
166,128,1360
171,128,1492
132,64,768
138,128,1072
91,64,568
75,32,404
172,128,1408
145,128,1196
162,128,1120
90,64,576
164,128,1400
128,128,956
158,128,1140
164,128,1328
158,128,1332
303,256,2884
137,128,1096
83,64,528
168,128,1316
153,128,1344
125,128,1040
186,128,1424
130,128,1072
117,64,880
62,32,312
150,128,1276
82,64,572
166,128,1400
238,256,2288
98,64,604
91,64,592
98,64,604
123,64,852
112,64,748
222,256,2248
62,32,332
187,128,1700
215,128,1668
126,128,1052
88,64,556
77,64,520
162,128,1396
152,128,1224
96,64,672
177,128,1308
81,32,396
62,32,276
115,64,776
74,32,380
148,128,1048
94,64,612
198,128,1552
126,64,820
85,64,548
108,64,728
143,128,1252
181,128,1648
225,256,2264
170,128,1316
95,64,612
118,64,836
126,64,880
271,256,2816
136,64,972
137,128,1096
159,128,1216
165,128,1340
189,128,1592
105,64,680
91,64,548
80,64,524
145,128,1112
164,128,1324
231,128,2112
115,64,772
130,64,968
186,128,1456
204,128,1620
182,128,1540
95,64,592
286,256,2888
182,128,1524
164,128,1320
110,64,704
119,64,704
121,128,1036
82,32,424
97,32,500
145,128,1076
87,64,580
126,64,876
128,128,1064
191,128,1364
186,128,1452
94,64,572
154,128,1160
122,64,752
95,64,664
126,64,932
204,128,1576
100,64,620
91,64,604
182,128,1420
178,128,1404
128,128,1204
174,128,1368
163,128,1396
149,128,1300
101,64,668
100,64,712
211,128,1816
167,128,1360
170,128,1392
61,32,284
114,64,720
141,128,1120
73,32,384
172,128,1328
188,128,1508
90,64,620
100,64,568
108,64,820
158,128,1320
98,64,740
240,256,2376
83,64,532
138,64,820
121,64,872
91,64,568
195,128,1468
150,128,1224
138,128,1128
204,256,2080
243,256,2300
97,64,624
113,64,660
68,32,324
150,128,1308
143,128,1264
101,64,580
96,64,608
106,64,692
150,128,1356
88,32,436
163,128,1272
186,128,1552
154,128,1348
220,256,2324
230,256,2400
133,128,1036
86,32,460
100,64,672
212,256,2152
86,64,544
172,128,1368
140,128,1216
153,128,1276
130,128,1036
227,128,1648
121,64,856
175,128,1400
130,128,1080
153,128,1108
123,128,960
84,64,552
181,128,1404
90,64,592
95,64,632
188,128,1464
117,64,800
269,256,2700
102,64,644
144,128,1164
138,128,1036
120,64,772
153,64,1200
156,128,1260
208,256,1984
128,64,836
107,64,696
110,128,964
146,128,1276
166,128,1324
213,256,2052
196,128,1660
114,64,700
149,64,1036
186,128,1296
79,32,332
154,128,1104
116,64,728
94,64,576
156,128,1252
130,64,896
154,128,1344
154,128,1332
157,128,1308
283,256,2860
120,64,864
127,128,948
164,128,1344
148,128,1152
167,128,1340
156,128,1252
107,64,696
189,128,1408
136,128,1060
154,128,1188
196,128,1748
150,128,1292
134,64,832
140,128,1104
141,128,1152
223,128,1972
115,64,696
151,128,1280
149,128,1160
161,128,1232
75,32,344
107,64,612
177,128,1440
144,128,1120
104,64,748
116,128,1000
175,128,1372
268,256,2784
178,128,1412
84,32,448
186,128,1500
112,64,804
102,64,740
90,64,572
143,128,1016
78,64,476
69,64,448
85,64,520
94,64,576
93,64,592
137,128,1144
113,64,716
54,32,240
86,32,504
158,128,1304
153,128,1152
116,64,860
103,64,612
237,256,2320
125,64,684
149,128,1176
94,64,600
56,32,248
162,128,1408
181,128,1296
208,128,1612
224,256,2272
116,64,796
148,64,912
106,64,684
71,64,484
175,128,1420
156,128,1192
190,128,1536
114,64,844
103,64,696
98,64,584
181,128,1564
135,128,1016
111,64,616
84,64,564
121,64,728
164,128,1416
172,128,1272
110,64,736
154,128,1180
163,128,1340
134,64,884
94,64,656
176,128,1448
166,128,1404
158,128,1388
167,128,1332
131,128,1104
174,128,1460
84,64,592
93,64,668
125,64,884
125,64,900
136,128,1224
120,64,888
92,64,604
163,128,1440
137,128,1100
114,64,580
61,32,236
191,128,1672
110,64,728
109,64,684
114,64,704
159,128,1324
209,128,1736
113,128,956
116,64,744
111,64,736
155,128,1348
154,128,1252
144,128,1228
89,32,468
229,256,2208
90,64,508
163,128,1420
183,128,1576
112,64,728
163,128,1428
162,128,1260
111,64,648
120,64,708
93,32,484
127,128,984
177,128,1436
159,128,1312
116,128,956
75,32,316
168,128,1368
102,64,748
76,32,408
158,128,1404
167,128,1428
195,128,1624
231,256,2232
294,256,2768
163,128,1396
102,64,640
138,64,1004
129,128,1212
89,32,504
96,64,648
132,128,1136
96,64,576
120,64,624
136,128,1136
193,128,1440
114,64,700
143,128,1132
145,128,1048
98,64,620
247,256,2652
108,64,696
187,128,1612
92,64,584
248,256,2444
162,128,1176
145,128,1136
236,256,2272
209,256,2096
213,256,2124
137,128,1108
98,64,600
144,128,1124
212,256,2292
150,128,1204
124,64,808
151,128,1144
122,64,788
240,256,2320
135,128,1184
177,128,1448
109,64,584
247,256,2368
169,128,1380
142,128,1184
175,128,1408
147,128,1260
170,128,1304
145,128,1216
73,32,420
94,64,560
203,128,1564
212,256,2092
104,64,596
167,128,1568
137,128,1044
160,128,1408
84,64,572
241,256,2476
120,128,956
79,32,432
228,256,2392
212,256,2244
99,64,640
117,64,760
225,256,2292
112,128,924
166,128,1264
232,256,2372
137,128,1056
91,64,604
183,128,1408
63,32,304
172,128,1464
150,128,1364
155,128,1352
171,128,1368
131,128,1016
157,128,1344
156,128,1120
151,128,1280
172,128,1264
175,128,1560
99,64,668
138,128,1104
91,64,620
56,32,284
60,32,320
249,256,2408
167,128,1352
142,128,1156
82,64,516
133,128,1072
167,128,1380
76,64,456
143,128,1148
313,256,3300
151,128,1252
175,128,1412
123,64,772
148,128,1280
113,64,696
133,64,812
147,128,1040
72,64,464
173,128,1348
123,128,1020
230,256,2316
170,128,1336
138,64,912
81,64,564
162,128,1308
146,128,1068
177,128,1364
124,128,996
165,128,1340
154,128,1200
202,128,1912
114,64,740
91,64,580
137,64,924
149,128,1344
107,64,680
288,256,2840
169,128,1484
164,256,1924
188,128,1604
80,32,448
76,64,508
172,128,1308
195,128,1480
118,64,768
143,128,1148
156,128,1292
148,128,1180
150,128,1152
159,128,1328
105,64,672
59,32,280
181,128,1452
133,128,1028
77,32,392
200,128,1600
191,128,1608
146,64,972
86,64,568
110,64,612
143,64,936
124,64,716
205,256,2032
146,128,1020
253,256,2680
172,128,1392
194,128,1608
106,128,964
119,64,704
236,128,2012
174,128,1336
152,128,1236
145,128,1080
125,64,796
158,128,1172
86,32,420
102,64,656
130,64,920
184,128,1480
105,64,644
156,128,1284
159,128,1308
135,128,1136
143,128,1128
158,128,1280
177,128,1436
101,64,604
148,128,1140
155,128,1276
141,128,1132
165,128,1468
165,128,1332
169,128,1292
249,128,2020
167,128,1136
91,64,592
98,64,600
151,128,1324
214,256,2096
158,128,1276
92,64,672
138,128,1032
239,256,2360
132,64,940
110,64,696
76,64,452
167,128,1216
143,128,1056
144,64,928
183,128,1432
221,128,1856
116,64,636
148,64,884
188,128,1532
149,128,1092
107,64,696
118,64,912
121,64,760
243,256,2480
162,128,1376
77,32,412
114,64,692
170,128,1396
251,256,2440
76,32,404
138,128,1124
207,256,2064
86,64,548
187,128,1420
145,128,1288
144,128,1228
177,128,1424
143,64,1060
177,128,1380
117,64,868
121,128,980
106,64,608
115,64,644
146,128,1200
132,128,1108
165,128,1352
156,64,1200
185,128,1460
118,64,872
78,64,484
250,256,2508
184,128,1424
162,128,1244
183,128,1412
111,128,988
198,128,1548
161,128,1196
198,128,1648
198,256,2004
71,32,368
107,64,664
114,64,680
117,64,708
129,128,1012
88,64,580
92,64,652
142,128,1268
67,32,304
244,256,2352
183,128,1500
172,64,1292
82,64,500
139,128,1068
113,64,728
193,128,1488
154,128,1124
160,128,1264
148,128,1068
71,32,332
153,128,1172
181,128,1160
171,128,1388
111,64,676
129,64,732
136,128,1124
88,32,460
127,64,824
108,64,772
153,128,1136
199,128,1408
158,128,1224
207,128,1788
80,64,548
156,128,1268
175,256,1884
68,32,348
101,64,608
122,64,784
107,64,632
90,64,540
97,64,536
61,32,260
58,32,232
51,32,240
86,64,536
111,64,692
160,128,1268
68,64,468
100,64,612
158,128,1300
89,64,588
161,128,1288
87,64,536
105,64,644
172,128,1440
113,128,988
170,128,1424
104,64,728
214,128,1760
141,128,1148
166,128,1280
150,128,1272
99,64,592
89,64,508
165,128,1296
182,128,1336
178,128,1352
133,128,996
119,64,728
191,128,1596
144,128,1000
133,128,960
106,64,720
216,256,2184
87,64,580
64,32,308
142,128,1100
66,32,260
90,64,536
144,64,820
120,128,1016
131,128,1164
186,128,1448
245,256,2372
242,256,2384
122,64,880
151,128,1224
165,128,1372
127,64,888
85,32,464
173,128,1332
165,128,1552
90,64,588
81,32,440
74,32,388
256,256,2548
143,128,1232
88,64,504
128,64,784
153,128,1272
155,128,1292
126,128,1012
208,256,2160
136,128,1096
270,256,2660
132,128,1044
92,32,492
93,64,664
121,64,720
139,128,1044
61,32,280
113,64,720
125,64,708
123,64,860
106,64,616
133,128,1104
227,256,2424
163,128,1320
57,32,284
135,64,868
117,64,644
80,64,472
94,64,580
147,128,1120
177,128,1420
294,256,3052
69,64,444
105,64,644
187,128,1560
196,128,1432
65,32,352
133,128,1016
122,128,936
120,64,808
162,128,1348
76,64,448
201,128,1740
99,64,568
98,64,748
163,128,1404
111,64,732
117,64,720
133,128,948
104,64,640
306,256,3096
116,64,732
130,128,1036
118,64,756
206,128,1484
228,128,2080
177,128,1560
74,32,372
128,64,832
180,128,1320
77,64,500
296,256,2832
73,64,448
184,128,1396
171,128,1456
191,128,1760
89,64,584
109,64,696
118,64,768
62,32,272
92,64,636
90,64,484
116,128,916
297,256,2740
139,128,1120
64,32,344
181,128,1472
226,256,2400
176,128,1372
96,64,584
158,128,1288
153,128,1312
372,256,3320
89,64,596
133,128,972
135,128,1096
105,64,616
127,64,896
86,64,556
99,64,744
136,128,1100
107,128,944
135,64,976
125,64,856
214,128,1688
159,128,1232
124,128,1036
98,64,544
150,128,1284
142,128,1148
227,256,2320
157,128,1360
67,32,344
54,16,208
172,128,1396
143,128,1052
222,256,2256
94,64,604
168,128,1496
100,64,616
120,64,880
146,128,1204
162,128,1388
159,128,1344
131,128,1024
166,128,1120
97,64,604
143,64,1060
173,128,1352
107,64,696
207,128,1652
179,128,1468
204,256,2076
106,64,664
187,128,1400
205,128,1608
237,256,2472
86,64,572
248,256,2516
91,64,588
136,64,804
96,64,544
94,64,592
154,64,1080
105,64,616
102,64,588
112,64,700
169,128,1400
115,64,776
133,64,920
139,64,956
109,64,700
86,64,572
121,128,1040
169,128,1404
123,64,792
126,64,836
138,128,1028
134,128,1188
82,64,556
201,256,2192
129,64,776
92,64,592
186,128,1356
110,64,740
233,256,2340
93,64,620
174,128,1328
180,128,1448
177,128,1392
168,128,1436
223,256,2272
141,64,968
170,128,1308
141,64,1036
167,128,1340
100,64,612
165,128,1348
140,128,1212
175,128,1380
84,64,548
165,128,1380
226,256,2312
179,128,1416
177,128,1292
101,64,616
159,128,1284
145,128,1284
161,128,1208
109,64,744
146,128,1276
98,64,612
289,256,2828
255,256,2388
82,32,428
143,128,1120
179,128,1312
158,128,1376
242,256,2576
160,128,1324
78,64,488
102,64,640
87,64,576
102,64,696
96,64,592
185,128,1568
131,128,1072
219,256,2212
186,256,2028
201,128,1716
118,64,708
251,128,2056
131,64,896
109,64,628
73,64,444
198,128,1624
176,128,1480
170,128,1320
155,128,1324
183,128,1492
123,64,876
129,64,864
198,128,1464
165,128,1364
62,32,304
80,32,388
80,32,444
121,128,964
129,128,1032
241,256,2228
110,64,812
112,64,772
125,128,1088
143,128,1108
130,128,1100
105,64,656
164,64,1088
83,64,556
171,128,1376
171,128,1392
116,64,800
124,128,936
69,32,316
158,128,1240
109,64,680
171,128,1456
101,64,692
60,32,276
205,128,1904
166,128,1348
116,64,732
172,128,1304
264,256,2436
69,32,388
184,128,1396
123,64,892
82,32,412
107,64,680
162,128,1316
165,128,1288
107,64,596
151,128,1068
73,32,400
177,128,1396
192,128,1824
177,128,1324
158,128,1324
199,128,1584
105,64,760
92,64,628
253,256,2368
125,64,944
76,32,388
84,32,444
144,128,1060
160,128,1288
190,128,1448
132,128,960
95,64,656
133,128,1112
108,64,728
152,128,1192
171,128,1396
79,64,484
135,128,1060
155,128,1316
112,64,828
114,128,904
206,256,2012
194,256,1928
111,64,696
101,64,676
107,64,608
144,128,1116
137,128,1120
205,256,2016
189,128,1400
77,64,544
161,128,1396
237,256,2228
138,128,988
77,64,464
137,128,1188
103,64,692
160,128,1168
183,128,1444
205,128,1472
191,128,1560
192,128,1612
173,128,1452
130,64,720
103,64,616
131,64,864
209,256,2092
141,128,1128
96,64,608
90,64,572
71,64,472
201,256,2056
185,128,1376
117,128,972
128,128,1000
143,64,880
133,128,1124
115,64,756
99,64,596
110,64,652
94,64,560
90,64,532
107,64,684
192,128,1496
157,128,1336
104,64,628
103,64,592
109,64,800
88,32,380
181,128,1476
127,128,1036
96,64,588
60,32,280
232,256,2328
158,64,928
129,64,884
173,128,1468
161,128,1392
112,64,744
161,128,1352
82,64,480
94,64,536
162,128,1404
58,32,244
109,64,688
127,64,908
64,32,320
102,64,600
191,128,1596
171,128,1392
128,64,732
56,32,276
169,128,1440
190,128,1432
167,128,1416
96,64,668
157,128,1176
185,128,1440
106,64,756
137,64,908
105,64,676
114,64,660
127,128,980
104,64,688
102,64,612
117,64,820
139,128,1196
156,128,1288
124,128,988
130,128,996
71,32,292
229,256,2128
131,64,796
137,128,1164
166,128,1312
179,128,1420
128,64,808
111,64,692
178,128,1440
96,64,612
121,128,1044
134,128,972
170,128,1348
76,32,412
145,64,1016
161,128,1280
156,128,1416
98,64,684
163,128,1328
183,128,1400
89,64,552
118,128,964
195,256,2052
287,256,2940
133,128,1044
152,128,1200
184,128,1436
171,128,1340
92,64,608
65,32,296
137,64,924
126,128,1040
118,64,768
135,64,900
186,128,1380
95,64,604
160,128,1204
138,128,1128
163,128,1344
140,128,1056
96,32,512
155,128,1292
128,128,992
179,128,1464
118,128,984
144,128,1040
110,64,744
117,64,704
238,256,2320
331,256,3124
85,32,404
103,64,648
116,64,740
154,128,1168
206,128,1616
118,64,716
86,64,536
145,128,1272
102,64,608
149,64,1136
134,128,1036
69,32,392
231,256,2132
130,64,808
153,128,1276
63,64,424
60,32,312
177,128,1352
162,128,1332
110,64,612
119,64,704
178,128,1280
87,64,600
110,64,716
71,32,332
117,64,864
128,128,1052
181,128,1628
161,128,1272
130,64,892
101,64,600
114,64,772
82,64,524
166,128,1272
143,128,1184
206,256,2228
90,64,560
146,128,1292
212,128,1772
205,256,2040
103,64,644
147,128,1100
229,256,2480
158,128,1188
176,128,1380
105,64,672
97,64,644
102,64,652
109,64,648
171,128,1288
91,64,512
141,128,1084
98,64,704
185,128,1452
129,128,1008
73,32,376
75,32,312
177,128,1472
107,64,648
84,64,500
155,128,1316
244,256,2448
160,128,1240
103,64,616
127,64,772
141,128,1232
108,64,636
202,128,1612
261,256,2516
109,64,588
118,128,1004
150,128,1192
94,64,504
118,64,672
128,64,860
173,128,1448
163,128,1380
149,128,1172
183,128,1516
103,64,588
188,128,1452
194,128,1492
61,32,272
152,128,1292
174,64,1280
105,64,620
172,128,1408
159,128,1388
143,64,888
164,128,1316
115,64,720
208,128,1660
125,128,1012
168,128,1336
71,64,432
114,128,996
153,128,1052
187,128,1404
100,128,824
115,64,728
75,32,408
103,64,640
138,128,1172
120,128,1008
138,128,1152
143,128,1132
94,64,632
149,128,1112
285,256,2940
209,128,1824
147,128,1168
134,64,948
135,64,900
150,128,1188
149,128,1152
158,128,1344
71,32,320
114,64,728
160,128,1324
171,128,1432
202,256,2048
228,256,2284
156,128,1252
157,128,1332
165,128,1372
155,128,1268
160,128,1404
122,64,876
134,128,1052
105,64,788
86,64,572
177,128,1308
234,256,2176
116,64,692
127,128,1040
133,64,944
147,128,1192
113,64,732
110,64,740
129,128,1020
227,256,2204
108,64,660
171,128,1456
143,64,888
74,64,480
155,64,1124
155,128,1376
147,128,1060
91,64,564
169,128,1352
188,128,1428
123,128,1008
76,64,472
117,64,820
85,64,524
258,256,2448
124,64,812
122,128,1012
97,64,600
105,64,660
86,64,568
92,64,596
121,128,948
124,64,772
135,128,1048
150,128,1164
173,128,1344
122,128,1016
121,64,788
150,128,1204
132,128,1040
134,128,1104
132,128,1168
155,128,1276
189,128,1468
158,64,1008
61,32,260
261,256,2696
146,128,1272
188,128,1492
112,64,788
96,64,604
140,64,952
114,64,672
91,64,608
146,128,1124
157,128,1384
171,128,1388
206,256,2056
147,128,1088
109,64,628
142,64,1036
145,64,1008
164,128,1376
173,128,1360
155,128,1320
208,256,2032
99,64,616
119,64,768
181,128,1436
117,128,980
90,64,568
99,64,624
164,128,1404
128,128,1124
100,64,640
85,64,572
152,128,1208
115,64,868
113,64,696
119,64,660
181,128,1428
154,128,1164
150,128,1280
187,128,1516
105,64,652
186,128,1496
109,64,748
129,128,1016
124,64,816
92,64,552
86,64,560
118,128,940
110,128,908
135,128,1036
97,64,632
113,64,668
110,64,692
120,64,868
138,128,1084
158,128,1308
137,128,1232
192,128,1540
165,128,1332
124,64,720
158,128,1284
